,Unnamed: 0,AvailabilityZone,InstanceType,MaximumNetworkInterfaces,SpotPrice,PricePerInterface,Timestamp,Provider
693,693,us-east-1c,c5.18xlarge,15,1.2741,0.0896066666666666,2024-01-12 20:03:05+00:00,AWS
692,692,us-east-1a,m5zn.12xlarge,15,1.8476,0.12784,2024-01-12 20:03:05+00:00,AWS
691,691,us-east-1c,c7a.12xlarge,8,1.403,0.17975,2024-01-12 20:03:06+00:00,AWS
690,690,us-east-1b,r6g.8xlarge,8,0.6211,0.0820125,2024-01-12 20:03:09+00:00,AWS
689,689,us-east-1a,c7i.4xlarge,8,0.3887,0.0529624999999999,2024-01-12 20:03:09+00:00,AWS
686,686,us-east-1b,c7a.4xlarge,8,0.5474,0.0728,2024-01-12 20:03:10+00:00,AWS
688,688,us-east-1c,im4gn.16xlarge,15,2.501,0.1713999999999999,2024-01-12 20:03:10+00:00,AWS
687,687,us-east-1a,c7a.4xlarge,8,0.442,0.059625,2024-01-12 20:03:10+00:00,AWS
685,685,us-east-1c,p3dn.24xlarge,15,12.1912,0.8174133333333333,2024-01-12 20:03:11+00:00,AWS
684,684,us-east-1f,p3.16xlarge,8,8.7035,1.0923125,2024-01-12 20:03:12+00:00,AWS
683,683,us-east-1a,r6i.32xlarge,15,3.5419,0.2407933333333333,2024-01-12 20:03:12+00:00,AWS
682,682,us-east-1c,r6i.32xlarge,15,3.5226,0.2395066666666666,2024-01-12 20:03:12+00:00,AWS
681,681,us-east-1c,r5n.metal,15,3.5691,0.2426066666666666,2024-01-12 20:03:12+00:00,AWS
680,680,us-east-1d,r7iz.metal-16xl,15,1.2397,0.0873133333333333,2024-01-12 20:03:12+00:00,AWS
679,679,us-east-1c,z1d.3xlarge,8,0.4812,0.064525,2024-01-12 20:03:13+00:00,AWS
678,678,us-east-1a,m6in.large,3,0.0585,0.0228333333333333,2024-01-12 20:03:15+00:00,AWS
677,677,us-east-1d,m7i.16xlarge,15,1.3933,0.0975533333333333,2024-01-12 20:03:16+00:00,AWS
676,676,us-east-1f,x2iedn.xlarge,4,0.306,0.08025,2024-01-12 20:03:16+00:00,AWS
675,675,us-east-1b,m6idn.metal,14,3.9381,0.2859357142857143,2024-01-12 20:03:16+00:00,AWS
674,674,us-east-1c,c7gn.medium,2,0.024,0.0145,2024-01-12 20:03:16+00:00,AWS
673,673,us-east-1f,m6in.8xlarge,8,1.0976,0.1415749999999999,2024-01-12 20:03:16+00:00,AWS
672,672,us-east-1b,c5ad.24xlarge,15,1.7631,0.1222066666666666,2024-01-12 20:03:17+00:00,AWS
671,671,us-east-1f,c6i.metal,15,2.3938,0.1642533333333333,2024-01-12 20:03:21+00:00,AWS
670,670,us-east-1f,m5n.12xlarge,8,1.7191,0.2192625,2024-01-12 20:03:22+00:00,AWS
669,669,us-east-1a,r4.16xlarge,15,1.6401,0.1140066666666666,2024-01-12 20:03:24+00:00,AWS
668,668,us-east-1b,c6gd.12xlarge,8,0.8274,0.1078,2024-01-12 20:03:26+00:00,AWS
667,667,us-east-1a,c6in.16xlarge,15,1.9719,0.1361266666666666,2024-01-12 20:03:29+00:00,AWS
666,666,us-east-1c,c7g.16xlarge,15,1.0558,0.0750533333333333,2024-01-12 20:03:30+00:00,AWS
665,665,us-east-1f,z1d.12xlarge,15,1.7155,0.1190333333333333,2024-01-12 20:03:32+00:00,AWS
664,664,us-east-1d,r6idn.xlarge,4,0.1531,0.042025,2024-01-12 20:03:33+00:00,AWS
663,663,us-east-1f,r6in.large,3,0.0666,0.0255333333333333,2024-01-12 20:03:35+00:00,AWS
662,662,us-east-1f,r6id.4xlarge,8,0.7223,0.0946625,2024-01-12 20:17:05+00:00,AWS
661,661,us-east-1d,r5d.8xlarge,8,1.195,0.15375,2024-01-12 20:17:05+00:00,AWS
660,660,us-east-1b,c7gn.4xlarge,8,0.4084,0.055425,2024-01-12 20:17:08+00:00,AWS
659,659,us-east-1f,c5n.xlarge,4,0.0984,0.02835,2024-01-12 20:17:10+00:00,AWS
658,658,us-east-1b,i4g.16xlarge,15,1.8775,0.1298333333333333,2024-01-12 20:17:11+00:00,AWS
657,657,us-east-1b,g4dn.2xlarge,3,0.3117,0.1072333333333333,2024-01-12 20:17:12+00:00,AWS
654,654,us-east-1b,m5d.8xlarge,8,0.998,0.129125,2024-01-12 20:17:13+00:00,AWS
655,655,us-east-1d,x1.32xlarge,8,5.306,0.667625,2024-01-12 20:17:13+00:00,AWS
656,656,us-east-1f,r7iz.large,3,0.0662,0.0253999999999999,2024-01-12 20:17:13+00:00,AWS
653,653,us-east-1d,r5.8xlarge,8,0.9212,0.119525,2024-01-12 20:17:14+00:00,AWS
652,652,us-east-1b,r5.8xlarge,8,0.9303,0.1206625,2024-01-12 20:17:14+00:00,AWS
651,651,us-east-1a,m5dn.metal,15,2.3395,0.1606333333333333,2024-01-12 20:17:15+00:00,AWS
650,650,us-east-1f,m5dn.metal,15,2.7144,0.1856266666666666,2024-01-12 20:17:15+00:00,AWS
649,649,us-east-1a,m5.2xlarge,4,0.1588,0.04345,2024-01-12 20:17:16+00:00,AWS
648,648,us-east-1c,m6a.large,3,0.0406,0.0168666666666666,2024-01-12 20:17:17+00:00,AWS
647,647,us-east-1c,c6a.4xlarge,8,0.3003,0.0419125,2024-01-12 20:17:18+00:00,AWS
646,646,us-east-1b,r3.xlarge,4,0.1442,0.0398,2024-01-12 20:17:19+00:00,AWS
645,645,us-east-1a,c6gn.2xlarge,4,0.1661,0.0452749999999999,2024-01-12 20:17:19+00:00,AWS
644,644,us-east-1b,c6g.16xlarge,15,0.943,0.0675333333333333,2024-01-12 20:17:20+00:00,AWS
643,643,us-east-1f,c6g.16xlarge,15,0.9017,0.06478,2024-01-12 20:17:20+00:00,AWS
642,642,us-east-1d,r5dn.xlarge,4,0.1815,0.049125,2024-01-12 20:17:20+00:00,AWS
641,641,us-east-1f,r5d.xlarge,4,0.1566,0.0428999999999999,2024-01-12 20:17:21+00:00,AWS
640,640,us-east-1b,c6gn.8xlarge,8,0.5862,0.07765,2024-01-12 20:17:21+00:00,AWS
639,639,us-east-1b,x2gd.metal,15,2.2089,0.1519266666666666,2024-01-12 20:17:23+00:00,AWS
638,638,us-east-1c,m5n.4xlarge,8,0.5744,0.076175,2024-01-12 20:17:23+00:00,AWS
637,637,us-east-1b,c5a.16xlarge,15,1.2321,0.0868066666666666,2024-01-12 20:17:25+00:00,AWS
636,636,us-east-1b,m5d.xlarge,4,0.1254,0.0351,2024-01-12 20:17:26+00:00,AWS
635,635,us-east-1d,f1.16xlarge,8,4.8395,0.6093125,2024-01-12 20:17:26+00:00,AWS
634,634,us-east-1d,r6a.4xlarge,8,0.4974,0.06655,2024-01-12 20:17:26+00:00,AWS
633,633,us-east-1a,x2iedn.metal,15,9.7466,0.65444,2024-01-12 20:17:26+00:00,AWS
632,632,us-east-1a,x2gd.medium,2,0.0331,0.0190499999999999,2024-01-12 20:17:28+00:00,AWS
631,631,us-east-1d,m6gd.4xlarge,8,0.3995,0.0543125,2024-01-12 20:17:28+00:00,AWS
630,630,us-east-1b,r5d.2xlarge,4,0.3322,0.0868,2024-01-12 20:17:28+00:00,AWS
629,629,us-east-1c,r5d.2xlarge,4,0.3855,0.100125,2024-01-12 20:17:28+00:00,AWS
628,628,us-east-1b,c5d.large,3,0.0417,0.0172333333333333,2024-01-12 20:17:28+00:00,AWS
627,627,us-east-1c,c6i.4xlarge,8,0.3059,0.0426125,2024-01-12 20:17:28+00:00,AWS
626,626,us-east-1c,trn1.2xlarge,4,0.6067,0.155425,2024-01-12 20:17:31+00:00,AWS
625,625,us-east-1d,i2.2xlarge,4,0.7237,0.184675,2024-01-12 20:17:31+00:00,AWS
624,624,us-east-1b,c5n.9xlarge,8,0.7547,0.0987125,2024-01-12 20:17:33+00:00,AWS
622,622,us-east-1c,r5.24xlarge,15,2.4661,0.1690733333333333,2024-01-12 20:17:35+00:00,AWS
623,623,us-east-1c,is4gen.large,3,0.1077,0.0392333333333333,2024-01-12 20:17:35+00:00,AWS
620,620,us-east-1c,g5g.2xlarge,4,0.2949,0.077475,2024-01-12 20:17:36+00:00,AWS
621,621,us-east-1d,t2.xlarge,3,0.082,0.0306666666666666,2024-01-12 20:17:36+00:00,AWS
619,619,us-east-1b,x2iedn.8xlarge,8,2.825,0.3575,2024-01-12 20:17:37+00:00,AWS
618,618,us-east-1d,m5zn.metal,15,1.8919,0.1307933333333333,2024-01-12 20:17:38+00:00,AWS
617,617,us-east-1b,i2.8xlarge,8,2.6279,0.3328625,2024-01-12 20:17:38+00:00,AWS
616,616,us-east-1a,r6a.12xlarge,8,1.4858,0.1901,2024-01-12 20:17:39+00:00,AWS
614,614,us-east-1b,c6i.metal,15,2.4485,0.1679,2024-01-12 20:17:40+00:00,AWS
613,613,us-east-1f,c7i.metal-24xl,15,1.7913,0.1240866666666666,2024-01-12 20:17:40+00:00,AWS
612,612,us-east-1f,c6id.2xlarge,4,0.1763,0.047825,2024-01-12 20:17:40+00:00,AWS
611,611,us-east-1d,g5.8xlarge,8,1.0468,0.1352249999999999,2024-01-12 20:17:40+00:00,AWS
610,610,us-east-1c,r6in.24xlarge,15,3.9948,0.2709866666666666,2024-01-12 20:17:40+00:00,AWS
609,609,us-east-1f,r7i.xlarge,4,0.1116,0.03165,2024-01-12 20:17:40+00:00,AWS
608,608,us-east-1c,r7i.xlarge,4,0.1539,0.042225,2024-01-12 20:17:40+00:00,AWS
607,607,us-east-1a,a1.medium,2,0.0112,0.0081,2024-01-12 20:17:40+00:00,AWS
606,606,us-east-1a,r6g.12xlarge,8,1.0365,0.1339375,2024-01-12 20:17:40+00:00,AWS
615,615,us-east-1a,c6g.medium,2,0.0226,0.0138,2024-01-12 20:17:40+00:00,AWS
605,605,us-east-1b,r3.large,3,0.069,0.0263333333333333,2024-01-12 20:17:41+00:00,AWS
604,604,us-east-1d,m7i.xlarge,4,0.0915,0.026625,2024-01-12 20:17:42+00:00,AWS
603,603,us-east-1a,c6a.24xlarge,15,1.5642,0.1089466666666666,2024-01-12 20:17:42+00:00,AWS
602,602,us-east-1f,c6g.metal,15,0.9686,0.06924,2024-01-12 20:17:43+00:00,AWS
601,601,us-east-1d,r5.12xlarge,8,1.375,0.17625,2024-01-12 20:17:43+00:00,AWS
597,597,us-east-1b,c4.large,3,0.0675,0.0258333333333333,2024-01-12 20:17:45+00:00,AWS
598,598,us-east-1d,m6i.12xlarge,8,0.9385,0.1216875,2024-01-12 20:17:45+00:00,AWS
600,600,us-east-1f,r5n.4xlarge,8,0.8159,0.1063625,2024-01-12 20:17:45+00:00,AWS
599,599,us-east-1a,x1e.8xlarge,4,2.5072,0.63055,2024-01-12 20:17:45+00:00,AWS
596,596,us-east-1c,m6a.12xlarge,8,0.9869,0.1277375,2024-01-12 20:17:46+00:00,AWS
595,595,us-east-1d,m5ad.large,3,0.0864,0.0321333333333333,2024-01-12 20:17:46+00:00,AWS
594,594,us-east-1c,m5ad.large,3,0.0595,0.0231666666666666,2024-01-12 20:17:46+00:00,AWS
593,593,us-east-1f,r5d.8xlarge,8,0.9962,0.1289,2024-01-12 20:17:47+00:00,AWS
592,592,us-east-1a,r5b.2xlarge,4,0.369,0.096,2024-01-12 20:17:47+00:00,AWS
591,591,us-east-1a,m6i.16xlarge,15,1.4437,0.1009133333333333,2024-01-12 20:17:47+00:00,AWS
590,590,us-east-1d,r6id.16xlarge,15,2.0566,0.1417733333333333,2024-01-12 20:17:48+00:00,AWS
589,589,us-east-1a,r6id.16xlarge,15,1.9574,0.13516,2024-01-12 20:17:48+00:00,AWS
588,588,us-east-1d,r5ad.xlarge,4,0.2191,0.0585249999999999,2024-01-12 20:17:48+00:00,AWS
587,587,us-east-1d,x2iedn.4xlarge,8,1.3846,0.17745,2024-01-12 20:17:48+00:00,AWS
586,586,us-east-1b,m6in.24xlarge,15,3.7781,0.25654,2024-01-12 20:17:48+00:00,AWS
585,585,us-east-1d,c4.4xlarge,8,0.3837,0.0523374999999999,2024-01-12 20:17:48+00:00,AWS
584,584,us-east-1f,i3en.12xlarge,8,2.0623,0.2621625,2024-01-12 20:17:49+00:00,AWS
583,583,us-east-1c,r6in.large,3,0.0684,0.0261333333333333,2024-01-12 20:17:50+00:00,AWS
582,582,us-east-1c,i4i.4xlarge,8,0.6402,0.0844,2024-01-12 20:17:51+00:00,AWS
580,580,us-east-1a,m6g.12xlarge,8,0.8167,0.1064625,2024-01-12 20:17:53+00:00,AWS
581,581,us-east-1d,c5.metal,15,1.7351,0.12034,2024-01-12 20:17:53+00:00,AWS
579,579,us-east-1a,m7i.12xlarge,8,1.055,0.1362499999999999,2024-01-12 20:17:54+00:00,AWS
578,578,us-east-1a,r7i.8xlarge,8,1.1657,0.1500874999999999,2024-01-12 20:17:55+00:00,AWS
577,577,us-east-1c,r7i.8xlarge,8,1.2826,0.1646999999999999,2024-01-12 20:17:55+00:00,AWS
576,576,us-east-1c,r6gd.8xlarge,8,0.8029,0.1047375,2024-01-12 20:17:56+00:00,AWS
575,575,us-east-1d,r6in.32xlarge,14,4.4338,0.3213428571428571,2024-01-12 20:17:56+00:00,AWS
574,574,us-east-1f,r7a.12xlarge,8,1.6731,0.2135125,2024-01-12 20:17:59+00:00,AWS
573,573,us-east-1b,m7gd.4xlarge,8,0.4547,0.0612125,2024-01-12 20:18:00+00:00,AWS
572,572,us-east-1c,r7gd.xlarge,4,0.1146,0.0324,2024-01-12 20:18:00+00:00,AWS
571,571,us-east-1a,r7gd.large,3,0.0578,0.0226,2024-01-12 20:18:00+00:00,AWS
570,570,us-east-1f,r7gd.large,3,0.0553,0.0217666666666666,2024-01-12 20:18:00+00:00,AWS
569,569,us-east-1b,m6a.32xlarge,15,2.8002,0.1913466666666666,2024-01-12 20:18:02+00:00,AWS
568,568,us-east-1f,m5ad.24xlarge,15,2.1229,0.1461933333333333,2024-01-12 20:18:02+00:00,AWS
567,567,us-east-1c,g3.8xlarge,8,0.9344,0.121175,2024-01-12 20:18:03+00:00,AWS
564,564,us-east-1d,c6a.32xlarge,15,2.1508,0.1480533333333333,2024-01-12 20:18:04+00:00,AWS
563,563,us-east-1c,g5.12xlarge,15,2.7511,0.1880733333333333,2024-01-12 20:18:04+00:00,AWS
566,566,us-east-1a,a1.metal,8,0.1833,0.0272875,2024-01-12 20:18:04+00:00,AWS
565,565,us-east-1c,a1.metal,8,0.2448,0.034975,2024-01-12 20:18:04+00:00,AWS
562,562,us-east-1c,m6idn.32xlarge,14,4.9025,0.3548214285714285,2024-01-12 20:18:05+00:00,AWS
561,561,us-east-1d,m6gd.16xlarge,15,1.4464,0.1010933333333333,2024-01-12 20:18:05+00:00,AWS
560,560,us-east-1b,r7a.16xlarge,15,2.5621,0.1754733333333333,2024-01-12 20:18:07+00:00,AWS
559,559,us-east-1c,i4i.24xlarge,15,3.3538,0.2282533333333333,2024-01-12 20:18:07+00:00,AWS
558,558,us-east-1d,m6id.metal,15,2.9495,0.2012999999999999,2024-01-12 20:18:07+00:00,AWS
557,557,us-east-1f,m6id.metal,15,3.8574,0.2618266666666666,2024-01-12 20:18:07+00:00,AWS
556,556,us-east-1b,d2.4xlarge,8,1.1507,0.1482125,2024-01-12 20:18:08+00:00,AWS
555,555,us-east-1c,d2.4xlarge,8,1.0455,0.1350625,2024-01-12 20:18:08+00:00,AWS
554,554,us-east-1b,c7i.8xlarge,8,0.6829,0.0897375,2024-01-12 20:18:09+00:00,AWS
553,553,us-east-1d,p2.xlarge,4,0.4491,0.116025,2024-01-12 20:18:09+00:00,AWS
552,552,us-east-1a,c7i.48xlarge,15,3.5925,0.2441666666666666,2024-01-12 20:18:10+00:00,AWS
551,551,us-east-1d,m1.medium,2,0.0344,0.0197,2024-01-12 20:18:10+00:00,AWS
550,550,us-east-1a,g4ad.16xlarge,8,1.4518,0.18585,2024-01-12 20:18:11+00:00,AWS
549,549,us-east-1c,d3en.12xlarge,3,2.6594,0.8898,2024-01-12 20:18:13+00:00,AWS
548,548,us-east-1c,r6i.8xlarge,8,0.8611,0.1120125,2024-01-12 20:18:13+00:00,AWS
547,547,us-east-1b,c7gn.16xlarge,15,1.5941,0.11094,2024-01-12 20:18:17+00:00,AWS
546,546,us-east-1f,p3.2xlarge,4,1.5005,0.3788749999999999,2024-01-12 20:18:17+00:00,AWS
543,543,us-east-1b,g3s.xlarge,4,0.347,0.0905,2024-01-12 20:18:22+00:00,AWS
545,545,us-east-1d,m6a.metal,15,3.5868,0.2437866666666666,2024-01-12 20:18:22+00:00,AWS
544,544,us-east-1e,g3s.xlarge,4,0.3784,0.09835,2024-01-12 20:18:22+00:00,AWS
541,541,us-east-1f,x2gd.metal,15,1.9521,0.1348066666666666,2024-01-12 20:18:23+00:00,AWS
542,542,us-east-1b,is4gen.4xlarge,8,0.7917,0.1033375,2024-01-12 20:18:23+00:00,AWS
540,540,us-east-1f,r7gd.2xlarge,4,0.31,0.08125,2024-01-12 20:18:25+00:00,AWS
539,539,us-east-1c,m6id.8xlarge,8,0.9308,0.120725,2024-01-12 20:18:27+00:00,AWS
538,538,us-east-1a,g5.2xlarge,4,0.6211,0.159025,2024-01-12 20:18:29+00:00,AWS
537,537,us-east-1c,r7a.4xlarge,8,0.7061,0.0926375,2024-01-12 20:18:36+00:00,AWS
536,536,us-east-1f,m7i.4xlarge,8,0.4138,0.0561,2024-01-12 20:18:43+00:00,AWS
535,535,us-east-1a,c5a.xlarge,4,0.0802,0.0237999999999999,2024-01-12 20:31:58+00:00,AWS
534,534,us-east-1b,c5n.large,3,0.0487,0.0195666666666666,2024-01-12 20:31:59+00:00,AWS
533,533,us-east-1f,c5.metal,15,1.9579,0.1351933333333333,2024-01-12 20:32:00+00:00,AWS
532,532,us-east-1c,m6gd.8xlarge,8,0.7272,0.095275,2024-01-12 20:32:03+00:00,AWS
530,530,us-east-1c,c6a.48xlarge,15,3.2964,0.2244266666666666,2024-01-12 20:32:04+00:00,AWS
529,529,us-east-1a,i4i.metal,15,4.6218,0.3127866666666667,2024-01-12 20:32:04+00:00,AWS
528,528,us-east-1a,m5n.24xlarge,15,2.7609,0.1887266666666666,2024-01-12 20:32:04+00:00,AWS
527,527,us-east-1b,r5.4xlarge,8,0.5955,0.0788125,2024-01-12 20:32:04+00:00,AWS
531,531,us-east-1a,c6a.48xlarge,15,3.2728,0.2228533333333333,2024-01-12 20:32:04+00:00,AWS
526,526,us-east-1f,c5ad.8xlarge,8,0.6825,0.0896875,2024-01-12 20:32:06+00:00,AWS
525,525,us-east-1c,r4.4xlarge,8,0.4952,0.066275,2024-01-12 20:32:08+00:00,AWS
522,522,us-east-1b,c5n.xlarge,4,0.1019,0.029225,2024-01-12 20:32:09+00:00,AWS
523,523,us-east-1f,m6i.8xlarge,8,0.607,0.08025,2024-01-12 20:32:09+00:00,AWS
524,524,us-east-1c,r6g.2xlarge,4,0.1929,0.0519749999999999,2024-01-12 20:32:09+00:00,AWS
521,521,us-east-1d,m6a.32xlarge,15,2.609,0.1785999999999999,2024-01-12 20:32:10+00:00,AWS
520,520,us-east-1c,m6a.32xlarge,15,2.3816,0.16344,2024-01-12 20:32:10+00:00,AWS
519,519,us-east-1b,f1.16xlarge,8,4.5925,0.5784375,2024-01-12 20:32:11+00:00,AWS
518,518,us-east-1a,m6g.large,3,0.0374,0.0158,2024-01-12 20:32:12+00:00,AWS
517,517,us-east-1f,r6a.8xlarge,8,0.7493,0.0980375,2024-01-12 20:32:12+00:00,AWS
516,516,us-east-1c,h1.16xlarge,15,1.6519,0.1147933333333333,2024-01-12 20:32:14+00:00,AWS
515,515,us-east-1f,c6i.xlarge,4,0.0755,0.022625,2024-01-12 20:32:15+00:00,AWS
514,514,us-east-1c,g5g.metal,15,1.3229,0.09286,2024-01-12 20:32:15+00:00,AWS
513,513,us-east-1a,d3en.6xlarge,4,1.2939,0.327225,2024-01-12 20:32:16+00:00,AWS
512,512,us-east-1a,r6idn.16xlarge,15,2.8235,0.1929,2024-01-12 20:32:17+00:00,AWS
511,511,us-east-1d,r7i.24xlarge,15,1.2779,0.08986,2024-01-12 20:32:17+00:00,AWS
510,510,us-east-1c,x2iedn.24xlarge,15,7.2461,0.48774,2024-01-12 20:32:18+00:00,AWS
509,509,us-east-1d,i3en.xlarge,4,0.187,0.0505,2024-01-12 20:32:18+00:00,AWS
508,508,us-east-1c,i3en.xlarge,4,0.1917,0.051675,2024-01-12 20:32:18+00:00,AWS
506,506,us-east-1f,c7gd.16xlarge,15,1.5349,0.1069933333333333,2024-01-12 20:32:19+00:00,AWS
507,507,us-east-1b,c5a.24xlarge,15,1.7531,0.12154,2024-01-12 20:32:19+00:00,AWS
505,505,us-east-1a,z1d.12xlarge,15,2.5704,0.1760266666666666,2024-01-12 20:32:20+00:00,AWS
504,504,us-east-1a,c5ad.12xlarge,8,1.014,0.131125,2024-01-12 20:32:20+00:00,AWS
503,503,us-east-1a,r6a.4xlarge,8,0.4596,0.061825,2024-01-12 20:32:21+00:00,AWS
502,502,us-east-1a,h1.4xlarge,8,0.4423,0.0596625,2024-01-12 20:32:21+00:00,AWS
501,501,us-east-1f,c6gd.12xlarge,8,0.8721,0.1133875,2024-01-12 20:32:22+00:00,AWS
500,500,us-east-1a,g4ad.xlarge,2,0.1648,0.0849,2024-01-12 20:32:22+00:00,AWS
499,499,us-east-1d,r7i.4xlarge,8,0.2169,0.0314875,2024-01-12 20:32:22+00:00,AWS
498,498,us-east-1a,r7i.4xlarge,8,0.7112,0.093275,2024-01-12 20:32:22+00:00,AWS
497,497,us-east-1b,t3a.large,3,0.0347,0.0149,2024-01-12 20:32:22+00:00,AWS
496,496,us-east-1f,r6id.8xlarge,8,0.9327,0.1209625,2024-01-12 20:32:23+00:00,AWS
494,494,us-east-1b,r5n.4xlarge,8,0.7364,0.096425,2024-01-12 20:32:23+00:00,AWS
493,493,us-east-1d,m5zn.3xlarge,8,0.6719,0.0883625,2024-01-12 20:32:23+00:00,AWS
492,492,us-east-1a,m6in.16xlarge,15,2.7352,0.1870133333333333,2024-01-12 20:32:23+00:00,AWS
495,495,us-east-1b,c5.18xlarge,15,1.2982,0.0912133333333333,2024-01-12 20:32:23+00:00,AWS
491,491,us-east-1e,r4.2xlarge,4,0.2444,0.06485,2024-01-12 20:32:24+00:00,AWS
488,488,us-east-1a,is4gen.8xlarge,8,1.7626,0.2246999999999999,2024-01-12 20:32:25+00:00,AWS
490,490,us-east-1d,r6i.metal,15,3.4085,0.2319,2024-01-12 20:32:25+00:00,AWS
489,489,us-east-1a,c7i.8xlarge,8,0.6744,0.088675,2024-01-12 20:32:25+00:00,AWS
486,486,us-east-1f,r6g.8xlarge,8,0.6027,0.0797125,2024-01-12 20:32:26+00:00,AWS
487,487,us-east-1f,c7gd.2xlarge,4,0.1528,0.04195,2024-01-12 20:32:26+00:00,AWS
485,485,us-east-1a,c6a.xlarge,4,0.0759,0.022725,2024-01-12 20:32:27+00:00,AWS
483,483,us-east-1d,r5a.24xlarge,15,2.4164,0.16576,2024-01-12 20:32:28+00:00,AWS
482,482,us-east-1c,c7i.48xlarge,15,4.0425,0.2741666666666667,2024-01-12 20:32:28+00:00,AWS
481,481,us-east-1b,m6idn.large,3,0.0676,0.0258666666666666,2024-01-12 20:32:28+00:00,AWS
480,480,us-east-1f,m7i.8xlarge,8,0.7945,0.1036875,2024-01-12 20:32:28+00:00,AWS
484,484,us-east-1d,g5g.4xlarge,8,0.3775,0.0515625,2024-01-12 20:32:28+00:00,AWS
479,479,us-east-1a,r7a.48xlarge,15,6.1897,0.4173133333333333,2024-01-12 20:32:29+00:00,AWS
478,478,us-east-1d,c5a.xlarge,4,0.0869,0.025475,2024-01-12 20:32:29+00:00,AWS
476,476,us-east-1c,r3.large,3,0.0694,0.0264666666666666,2024-01-12 20:32:29+00:00,AWS
477,477,us-east-1a,r5.16xlarge,15,1.7148,0.1189866666666666,2024-01-12 20:32:29+00:00,AWS
475,475,us-east-1b,d3.2xlarge,4,0.4436,0.11465,2024-01-12 20:32:30+00:00,AWS
474,474,us-east-1d,c5a.12xlarge,8,0.9044,0.117425,2024-01-12 20:32:30+00:00,AWS
473,473,us-east-1d,c5d.4xlarge,8,0.4068,0.0552249999999999,2024-01-12 20:32:30+00:00,AWS
472,472,us-east-1d,r5.24xlarge,15,2.7967,0.1911133333333333,2024-01-12 20:32:30+00:00,AWS
471,471,us-east-1c,m6gd.metal,15,1.2752,0.08968,2024-01-12 20:32:31+00:00,AWS
469,469,us-east-1d,m5d.2xlarge,4,0.242,0.06425,2024-01-12 20:32:32+00:00,AWS
470,470,us-east-1c,c6g.12xlarge,8,0.7977,0.1040875,2024-01-12 20:32:32+00:00,AWS
467,467,us-east-1a,t3a.2xlarge,4,0.1516,0.04165,2024-01-12 20:32:33+00:00,AWS
468,468,us-east-1e,g3.16xlarge,15,1.8937,0.1309133333333333,2024-01-12 20:32:33+00:00,AWS
466,466,us-east-1f,r7g.8xlarge,8,0.7373,0.0965375,2024-01-12 20:32:34+00:00,AWS
465,465,us-east-1c,r7g.8xlarge,8,0.7466,0.0977,2024-01-12 20:32:34+00:00,AWS
462,462,us-east-1d,r5ad.4xlarge,8,0.6238,0.08235,2024-01-12 20:32:35+00:00,AWS
464,464,us-east-1c,c5.24xlarge,15,1.7298,0.1199866666666666,2024-01-12 20:32:35+00:00,AWS
463,463,us-east-1b,r7i.metal-48xl,15,5.6821,0.3834733333333334,2024-01-12 20:32:35+00:00,AWS
461,461,us-east-1d,r5ad.24xlarge,15,2.4678,0.1691866666666666,2024-01-12 20:32:36+00:00,AWS
460,460,us-east-1d,m6a.12xlarge,8,0.9918,0.12835,2024-01-12 20:32:36+00:00,AWS
456,456,us-east-1b,m6id.24xlarge,15,3.1292,0.21328,2024-01-12 20:32:37+00:00,AWS
459,459,us-east-1f,r5a.16xlarge,15,1.7625,0.1221666666666666,2024-01-12 20:32:37+00:00,AWS
458,458,us-east-1f,m5.metal,15,2.0756,0.14304,2024-01-12 20:32:37+00:00,AWS
457,457,us-east-1d,m6id.24xlarge,15,2.3491,0.1612733333333333,2024-01-12 20:32:37+00:00,AWS
455,455,us-east-1f,c7g.2xlarge,4,0.1218,0.0342,2024-01-12 20:32:40+00:00,AWS
454,454,us-east-1a,c6i.metal,15,2.4574,0.1684933333333333,2024-01-12 20:32:40+00:00,AWS
453,453,us-east-1b,c7i.xlarge,4,0.0879,0.025725,2024-01-12 20:32:41+00:00,AWS
452,452,us-east-1a,g4ad.4xlarge,3,0.3898,0.1332666666666666,2024-01-12 20:32:41+00:00,AWS
450,450,us-east-1b,a1.2xlarge,4,0.1048,0.02995,2024-01-12 20:32:43+00:00,AWS
449,449,us-east-1a,i3en.metal,15,3.861,0.2620666666666666,2024-01-12 20:32:43+00:00,AWS
448,448,us-east-1c,r6idn.32xlarge,14,6.804,0.4906428571428572,2024-01-12 20:32:43+00:00,AWS
451,451,us-east-1b,c5d.24xlarge,15,2.2224,0.1528266666666666,2024-01-12 20:32:43+00:00,AWS
447,447,us-east-1c,r5b.metal,15,3.5434,0.2408933333333333,2024-01-12 20:32:45+00:00,AWS
446,446,us-east-1d,c6g.8xlarge,8,0.5728,0.075975,2024-01-12 20:32:45+00:00,AWS
444,444,us-east-1b,p2.16xlarge,8,5.1548,0.648725,2024-01-12 20:32:46+00:00,AWS
445,445,us-east-1f,x2gd.12xlarge,8,1.644,0.2098749999999999,2024-01-12 20:32:46+00:00,AWS
443,443,us-east-1c,m5ad.2xlarge,4,0.3211,0.084025,2024-01-12 20:32:47+00:00,AWS
442,442,us-east-1a,r7g.large,3,0.0434,0.0178,2024-01-12 20:32:48+00:00,AWS
438,438,us-east-1b,c6id.4xlarge,8,0.4168,0.056475,2024-01-12 20:32:49+00:00,AWS
